,round_1,round_2,round_3
variant_16448,1.0,0.0,0.0
variant_16449,1.0,0.0,0.0
variant_16450,1.0,4.0,0.0
variant_16451,1.0,0.0,0.0
variant_16452,10.0,5.0,0.0
variant_16453,5.0,5.0,0.0
variant_16454,10.0,18.0,7.0
variant_16455,4.0,0.0,0.0
variant_16456,5.0,0.0,0.0
variant_16457,1.0,0.0,0.0
variant_16458,6.0,3.0,0.0
variant_16459,4.0,13.0,0.0
variant_16460,1.0,0.0,0.0
variant_16461,1.0,1.0,1.0
variant_16462,16.0,8.0,0.0
variant_16463,4.0,0.0,0.0
variant_16464,33.0,5.0,0.0
variant_16465,3.0,3.0,0.0
variant_16466,3.0,0.0,0.0
variant_16467,6.0,8.0,2.0
variant_16468,11.0,0.0,0.0
variant_16469,4.0,7.0,1.0
variant_16470,5.0,3.0,1.0
variant_16471,12.0,24.0,2.0
variant_16472,9.0,0.0,0.0
variant_16473,11.0,9.0,4.0
variant_16474,8.0,0.0,0.0
variant_16475,11.0,29.0,17.0
variant_16476,3.0,0.0,0.0
variant_16477,1.0,0.0,0.0
variant_16478,1.0,0.0,0.0
variant_16479,7.0,0.0,0.0
variant_16480,10.0,15.0,6.0
variant_16481,9.0,0.0,0.0
variant_16482,1.0,0.0,0.0
variant_16483,9.0,4.0,1.0
variant_16484,3.0,0.0,0.0
variant_16485,2.0,9.0,0.0
variant_16486,2.0,4.0,0.0
variant_16487,7.0,1.0,1.0
variant_16488,9.0,32.0,18.0
variant_16489,5.0,0.0,2.0
variant_16490,1.0,1.0,0.0
variant_16491,10.0,3.0,0.0
variant_16492,1.0,0.0,0.0
variant_16493,6.0,8.0,1.0
variant_16494,7.0,0.0,0.0
variant_16495,1.0,0.0,0.0
variant_16496,1.0,0.0,0.0
variant_16497,2.0,0.0,2.0
variant_16498,1.0,0.0,0.0
variant_16499,4.0,3.0,0.0
variant_16500,27.0,5.0,0.0
variant_16501,14.0,4.0,1.0
variant_16502,1.0,0.0,0.0
variant_16503,8.0,17.0,0.0
variant_16504,5.0,0.0,0.0
variant_16505,4.0,8.0,0.0
variant_16506,3.0,0.0,0.0
variant_16507,1.0,0.0,0.0
variant_16508,2.0,0.0,1.0
variant_16509,7.0,6.0,1.0
variant_16510,8.0,3.0,0.0
variant_16511,2.0,0.0,0.0
variant_16512,7.0,0.0,0.0
variant_16513,1.0,0.0,0.0
variant_16514,1.0,0.0,0.0
variant_16515,5.0,0.0,0.0
variant_16516,5.0,1.0,0.0
variant_16517,19.0,2.0,0.0
variant_16518,7.0,6.0,1.0
variant_16519,1.0,0.0,0.0
variant_16520,2.0,1.0,0.0
variant_16521,8.0,0.0,0.0
variant_16522,3.0,3.0,0.0
variant_16523,1.0,0.0,0.0
variant_16524,21.0,6.0,0.0
variant_16525,4.0,3.0,0.0
variant_16526,1.0,0.0,0.0
variant_16527,1.0,0.0,0.0
variant_16528,4.0,4.0,0.0
variant_16529,4.0,20.0,3.0
variant_16530,6.0,0.0,0.0
variant_16531,14.0,7.0,0.0
variant_16532,4.0,1.0,0.0
variant_16533,2.0,6.0,4.0
variant_16534,3.0,2.0,1.0
variant_16535,11.0,0.0,0.0
variant_16536,16.0,0.0,0.0
variant_16537,1.0,1.0,0.0
variant_16538,4.0,4.0,0.0
variant_16539,4.0,7.0,5.0
variant_16540,1.0,4.0,2.0
variant_16541,1.0,0.0,0.0
variant_16542,1.0,0.0,0.0
variant_16543,11.0,1.0,0.0
variant_16544,1.0,3.0,2.0
variant_16545,11.0,0.0,0.0
variant_16546,6.0,0.0,0.0
variant_16547,6.0,0.0,0.0
variant_16548,1.0,0.0,0.0
variant_16549,12.0,0.0,0.0
variant_16550,9.0,7.0,0.0
variant_16551,3.0,1.0,0.0
variant_16552,6.0,14.0,1.0
variant_16553,5.0,18.0,8.0
variant_16554,1.0,0.0,0.0
variant_16555,1.0,0.0,0.0
variant_16556,1.0,1.0,0.0
variant_16557,1.0,0.0,0.0
variant_16558,18.0,34.0,4.0
variant_16559,4.0,0.0,0.0
variant_16560,1.0,0.0,0.0
variant_16561,1.0,0.0,0.0
variant_16562,10.0,4.0,0.0
variant_16563,1.0,0.0,0.0
variant_16564,6.0,1.0,0.0
variant_16565,2.0,6.0,1.0
variant_16566,7.0,18.0,8.0
variant_16567,7.0,0.0,0.0
variant_16568,3.0,4.0,2.0
variant_16569,1.0,0.0,0.0
variant_16570,4.0,10.0,8.0
variant_16571,1.0,0.0,0.0
variant_16572,10.0,0.0,0.0
variant_16573,1.0,0.0,0.0
variant_16574,1.0,0.0,0.0
variant_16575,7.0,0.0,0.0
variant_16576,9.0,4.0,0.0
variant_16577,10.0,0.0,0.0
variant_16578,1.0,0.0,0.0
variant_16579,5.0,0.0,0.0
variant_16580,1.0,8.0,0.0
variant_16581,1.0,0.0,0.0
variant_16582,11.0,0.0,0.0
variant_16583,14.0,0.0,0.0
variant_16584,1.0,0.0,0.0
variant_16585,6.0,0.0,0.0
variant_16586,6.0,0.0,0.0
variant_16587,11.0,6.0,1.0
variant_16588,8.0,2.0,0.0
variant_16589,3.0,0.0,0.0
variant_16590,5.0,0.0,0.0
variant_16591,6.0,0.0,0.0
variant_16592,3.0,1.0,1.0
variant_16593,8.0,0.0,0.0
variant_16594,6.0,2.0,2.0
variant_16595,2.0,10.0,1.0
variant_16596,4.0,3.0,0.0
variant_16597,2.0,0.0,0.0
variant_16598,17.0,6.0,1.0
variant_16599,2.0,0.0,0.0
variant_16600,3.0,0.0,0.0
variant_16601,7.0,0.0,0.0
variant_16602,1.0,0.0,0.0
variant_16603,1.0,0.0,0.0
variant_16604,10.0,0.0,0.0
variant_16605,1.0,0.0,0.0
variant_16606,1.0,0.0,0.0
variant_16607,1.0,0.0,0.0
variant_16608,1.0,0.0,0.0
variant_16609,15.0,34.0,14.0
variant_16610,1.0,0.0,0.0
variant_16611,4.0,0.0,0.0
variant_16612,7.0,11.0,1.0
variant_16613,4.0,2.0,0.0
variant_16614,6.0,0.0,0.0
variant_16615,1.0,0.0,0.0
variant_16616,10.0,0.0,0.0
variant_16617,2.0,7.0,1.0
variant_16618,20.0,34.0,3.0
variant_16619,1.0,0.0,0.0
variant_16620,1.0,1.0,0.0
variant_16621,5.0,6.0,0.0
variant_16622,1.0,0.0,0.0
variant_16623,1.0,0.0,0.0
variant_16624,1.0,0.0,0.0
variant_16625,3.0,0.0,0.0
variant_16626,1.0,0.0,0.0
variant_16627,3.0,0.0,0.0
variant_16628,1.0,0.0,0.0
variant_16629,2.0,0.0,0.0
variant_16630,10.0,9.0,3.0
variant_16631,2.0,0.0,0.0
variant_16632,10.0,48.0,20.0
variant_16633,1.0,0.0,0.0
variant_16634,1.0,0.0,0.0
variant_16635,1.0,0.0,0.0
variant_16636,3.0,0.0,0.0
variant_16637,2.0,1.0,1.0
variant_16638,1.0,0.0,0.0
variant_16639,2.0,4.0,0.0
variant_16640,2.0,9.0,1.0
variant_16641,1.0,0.0,0.0
variant_16642,1.0,0.0,0.0
variant_16643,4.0,6.0,0.0
variant_16644,6.0,0.0,0.0
variant_16645,1.0,2.0,0.0
variant_16646,8.0,14.0,2.0
variant_16647,1.0,0.0,0.0
variant_16648,6.0,0.0,0.0
variant_16649,1.0,0.0,0.0
variant_16650,1.0,0.0,0.0
variant_16651,11.0,11.0,6.0
variant_16652,2.0,8.0,1.0
variant_16653,5.0,24.0,8.0
variant_16654,1.0,0.0,0.0
variant_16655,3.0,14.0,10.0
variant_16656,11.0,2.0,0.0
variant_16657,8.0,0.0,2.0
variant_16658,1.0,0.0,0.0
variant_16659,11.0,0.0,0.0
variant_16660,7.0,8.0,3.0
variant_16661,1.0,0.0,0.0
variant_16662,1.0,0.0,0.0
variant_16663,1.0,0.0,0.0
variant_16664,6.0,3.0,0.0
variant_16665,6.0,26.0,13.0
variant_16666,4.0,13.0,3.0
variant_16667,5.0,0.0,0.0
variant_16668,3.0,0.0,0.0
variant_16669,9.0,10.0,0.0
variant_16670,14.0,0.0,0.0
variant_16671,1.0,0.0,0.0
variant_16672,1.0,0.0,0.0
variant_16673,10.0,13.0,8.0
variant_16674,5.0,0.0,0.0
variant_16675,9.0,0.0,0.0
variant_16676,13.0,1.0,1.0
variant_16677,1.0,0.0,0.0
variant_16678,1.0,0.0,0.0
variant_16679,7.0,0.0,0.0
variant_16680,4.0,12.0,5.0
variant_16681,1.0,0.0,0.0
variant_16682,1.0,0.0,0.0
variant_16683,1.0,0.0,0.0
variant_16684,6.0,0.0,0.0
variant_16685,1.0,0.0,0.0
variant_16686,12.0,72.0,41.0
variant_16687,3.0,0.0,0.0
variant_16688,3.0,12.0,2.0
variant_16689,3.0,0.0,0.0
variant_16690,1.0,0.0,0.0
variant_16691,1.0,0.0,0.0
variant_16692,13.0,18.0,22.0
variant_16693,4.0,1.0,0.0
variant_16694,8.0,5.0,0.0
variant_16695,2.0,1.0,0.0
variant_16696,5.0,1.0,0.0
variant_16697,2.0,2.0,0.0
variant_16698,3.0,4.0,0.0
variant_16699,4.0,0.0,0.0
variant_16700,3.0,7.0,2.0
variant_16701,5.0,0.0,0.0
variant_16702,3.0,23.0,11.0
variant_16703,22.0,7.0,0.0
variant_16704,5.0,0.0,0.0
variant_16705,1.0,0.0,0.0
variant_16706,1.0,0.0,0.0
variant_16707,13.0,0.0,0.0
variant_16708,1.0,0.0,0.0
variant_16709,8.0,0.0,1.0
variant_16710,10.0,5.0,1.0
variant_16711,6.0,0.0,0.0
variant_16712,10.0,0.0,0.0
variant_16713,1.0,0.0,0.0
variant_16714,6.0,5.0,4.0
variant_16715,1.0,5.0,0.0
variant_16716,2.0,0.0,0.0
variant_16717,2.0,4.0,0.0
variant_16718,8.0,11.0,0.0
variant_16719,8.0,0.0,0.0
variant_16720,1.0,0.0,0.0
variant_16721,3.0,0.0,0.0
variant_16722,9.0,0.0,0.0
variant_16723,1.0,0.0,0.0
variant_16724,8.0,1.0,0.0
variant_16725,1.0,1.0,0.0
variant_16726,5.0,2.0,0.0
variant_16727,1.0,1.0,0.0
variant_16728,1.0,1.0,0.0
variant_16729,5.0,0.0,0.0
variant_16730,1.0,0.0,0.0
variant_16731,1.0,0.0,0.0
variant_16732,1.0,0.0,0.0
variant_16733,7.0,3.0,1.0
variant_16734,5.0,23.0,12.0
variant_16735,2.0,1.0,0.0
variant_16736,1.0,0.0,0.0
variant_16737,1.0,0.0,0.0
variant_16738,1.0,0.0,0.0
variant_16739,2.0,11.0,0.0
variant_16740,25.0,10.0,0.0
variant_16741,3.0,7.0,0.0
variant_16742,1.0,0.0,0.0
variant_16743,3.0,0.0,0.0
variant_16744,12.0,7.0,2.0
variant_16745,1.0,0.0,0.0
variant_16746,1.0,6.0,0.0
variant_16747,4.0,1.0,0.0
variant_16748,1.0,4.0,10.0
variant_16749,1.0,0.0,0.0
variant_16750,6.0,0.0,0.0
variant_16751,6.0,0.0,0.0
variant_16752,11.0,0.0,0.0
variant_16753,1.0,0.0,0.0
variant_16754,2.0,10.0,1.0
variant_16755,5.0,7.0,1.0
variant_16756,2.0,0.0,0.0
variant_16757,4.0,13.0,3.0
variant_16758,8.0,0.0,0.0
variant_16759,2.0,0.0,0.0
variant_16760,10.0,0.0,0.0
variant_16761,12.0,30.0,6.0
variant_16762,17.0,8.0,0.0
variant_16763,8.0,17.0,0.0
variant_16764,11.0,3.0,0.0
variant_16765,27.0,0.0,0.0
variant_16766,1.0,0.0,0.0
variant_16767,6.0,36.0,5.0
variant_16768,8.0,14.0,1.0
variant_16769,6.0,0.0,0.0
variant_16770,1.0,0.0,0.0
variant_16771,6.0,1.0,2.0
variant_16772,7.0,16.0,0.0
variant_16773,5.0,0.0,0.0
variant_16774,6.0,0.0,0.0
variant_16775,10.0,0.0,0.0
variant_16776,2.0,8.0,1.0
variant_16777,3.0,2.0,3.0
variant_16778,12.0,0.0,0.0
variant_16779,15.0,35.0,5.0
variant_16780,3.0,0.0,0.0
variant_16781,5.0,3.0,0.0
variant_16782,2.0,0.0,0.0
variant_16783,2.0,0.0,0.0
variant_16784,4.0,0.0,0.0
variant_16785,9.0,5.0,0.0
variant_16786,1.0,0.0,0.0
variant_16787,1.0,0.0,0.0
variant_16788,1.0,0.0,0.0
variant_16789,1.0,0.0,0.0
variant_16790,1.0,0.0,0.0
variant_16791,6.0,0.0,0.0
variant_16792,8.0,4.0,0.0
variant_16793,3.0,5.0,4.0
variant_16794,3.0,2.0,0.0
variant_16795,1.0,0.0,0.0
variant_16796,6.0,0.0,0.0
variant_16797,7.0,2.0,0.0
variant_16798,8.0,22.0,1.0
variant_16799,6.0,0.0,0.0
variant_16800,1.0,0.0,0.0
variant_16801,3.0,0.0,0.0
variant_16802,9.0,10.0,13.0
variant_16803,1.0,0.0,0.0
variant_16804,1.0,3.0,0.0
variant_16805,1.0,0.0,0.0
variant_16806,19.0,9.0,2.0
variant_16807,1.0,0.0,0.0
variant_16808,12.0,0.0,0.0
variant_16809,9.0,5.0,0.0
variant_16810,25.0,4.0,0.0
variant_16811,7.0,0.0,0.0
variant_16812,1.0,0.0,0.0
variant_16813,1.0,0.0,0.0
variant_16814,6.0,0.0,0.0
variant_16815,1.0,0.0,0.0
variant_16816,1.0,1.0,0.0
variant_16817,14.0,16.0,3.0
variant_16818,1.0,0.0,0.0
variant_16819,1.0,1.0,0.0
variant_16820,9.0,13.0,1.0
variant_16821,8.0,0.0,0.0
variant_16822,2.0,0.0,0.0
variant_16823,1.0,1.0,0.0
variant_16824,7.0,14.0,0.0
variant_16825,12.0,0.0,0.0
variant_16826,1.0,0.0,0.0
variant_16827,8.0,1.0,4.0
variant_16828,3.0,0.0,0.0
variant_16829,2.0,18.0,1.0
variant_16830,3.0,0.0,0.0
variant_16831,1.0,0.0,0.0
variant_16832,5.0,0.0,0.0
variant_16833,3.0,0.0,0.0
variant_16834,1.0,0.0,0.0
variant_16835,1.0,0.0,0.0
variant_16836,2.0,84.0,80.0
variant_16837,7.0,14.0,7.0
variant_16838,1.0,1.0,1.0
variant_16839,1.0,0.0,0.0
variant_16840,3.0,0.0,0.0
variant_16841,7.0,7.0,0.0
variant_16842,2.0,15.0,3.0
variant_16843,4.0,3.0,0.0
variant_16844,10.0,10.0,0.0
variant_16845,9.0,0.0,0.0
variant_16846,1.0,0.0,0.0
variant_16847,10.0,0.0,0.0
variant_16848,12.0,5.0,0.0
variant_16849,12.0,0.0,0.0
variant_16850,1.0,0.0,0.0
variant_16851,3.0,4.0,0.0
variant_16852,1.0,0.0,0.0
variant_16853,1.0,0.0,0.0
variant_16854,3.0,5.0,0.0
variant_16855,13.0,9.0,0.0
variant_16856,1.0,1.0,0.0
variant_16857,15.0,0.0,0.0
variant_16858,11.0,0.0,0.0
variant_16859,3.0,0.0,0.0
variant_16860,1.0,0.0,0.0
variant_16861,6.0,1.0,0.0
variant_16862,10.0,28.0,13.0
variant_16863,7.0,9.0,1.0
variant_16864,4.0,0.0,1.0
variant_16865,4.0,0.0,0.0
variant_16866,5.0,7.0,1.0
variant_16867,1.0,0.0,0.0
variant_16868,1.0,0.0,0.0
variant_16869,1.0,0.0,0.0
variant_16870,7.0,12.0,8.0
variant_16871,4.0,2.0,0.0
variant_16872,3.0,0.0,0.0
variant_16873,4.0,0.0,0.0
variant_16874,6.0,0.0,0.0
variant_16875,6.0,0.0,0.0
variant_16876,1.0,1.0,0.0
variant_16877,6.0,2.0,1.0
variant_16878,9.0,0.0,0.0
variant_16879,8.0,18.0,5.0
variant_16880,6.0,13.0,4.0
variant_16881,1.0,0.0,0.0
variant_16882,13.0,19.0,3.0
variant_16883,4.0,0.0,0.0
variant_16884,7.0,0.0,0.0
variant_16885,8.0,0.0,0.0
variant_16886,17.0,0.0,0.0
variant_16887,3.0,0.0,0.0
variant_16888,10.0,11.0,0.0
variant_16889,6.0,14.0,2.0
variant_16890,3.0,1.0,0.0
variant_16891,1.0,0.0,0.0
variant_16892,15.0,4.0,1.0
variant_16893,11.0,7.0,0.0
variant_16894,2.0,0.0,0.0
variant_16895,3.0,0.0,0.0
variant_16896,1.0,0.0,0.0
variant_16897,1.0,0.0,0.0
variant_16898,10.0,11.0,0.0
variant_16899,7.0,17.0,5.0
variant_16900,3.0,1.0,0.0
variant_16901,2.0,3.0,0.0
variant_16902,1.0,0.0,0.0
variant_16903,1.0,0.0,0.0
variant_16904,2.0,0.0,0.0
variant_16905,1.0,0.0,0.0
variant_16906,16.0,28.0,3.0
variant_16907,8.0,15.0,4.0
variant_16908,5.0,0.0,0.0
variant_16909,14.0,1.0,0.0
variant_16910,4.0,0.0,0.0
variant_16911,7.0,0.0,0.0
variant_16912,8.0,0.0,0.0
variant_16913,1.0,0.0,0.0
variant_16914,3.0,0.0,0.0
variant_16915,6.0,0.0,0.0
variant_16916,1.0,0.0,0.0
variant_16917,3.0,2.0,0.0
variant_16918,4.0,1.0,0.0
variant_16919,7.0,4.0,0.0
variant_16920,10.0,4.0,0.0
variant_16921,1.0,0.0,0.0
variant_16922,1.0,0.0,0.0
variant_16923,3.0,0.0,0.0
variant_16924,15.0,0.0,0.0
variant_16925,7.0,0.0,0.0
variant_16926,1.0,0.0,0.0
variant_16927,11.0,8.0,0.0
variant_16928,6.0,0.0,0.0
variant_16929,2.0,0.0,0.0
variant_16930,1.0,2.0,0.0
variant_16931,6.0,6.0,2.0
variant_16932,2.0,0.0,0.0
variant_16933,8.0,2.0,0.0
variant_16934,4.0,0.0,0.0
variant_16935,3.0,1.0,0.0
variant_16936,1.0,0.0,0.0
variant_16937,4.0,0.0,0.0
variant_16938,7.0,0.0,0.0
variant_16939,3.0,3.0,1.0
variant_16940,3.0,0.0,0.0
variant_16941,1.0,0.0,0.0
variant_16942,1.0,0.0,0.0
variant_16943,1.0,0.0,0.0
variant_16944,2.0,1.0,0.0
variant_16945,6.0,10.0,0.0
variant_16946,1.0,0.0,0.0
variant_16947,2.0,7.0,0.0
variant_16948,6.0,17.0,2.0
variant_16949,9.0,13.0,0.0
variant_16950,2.0,0.0,0.0
variant_16951,6.0,2.0,0.0
variant_16952,2.0,6.0,4.0
variant_16953,5.0,3.0,0.0
variant_16954,1.0,0.0,0.0
variant_16955,8.0,13.0,0.0
variant_16956,16.0,5.0,0.0
variant_16957,8.0,10.0,5.0
variant_16958,1.0,0.0,0.0
variant_16959,3.0,6.0,1.0
variant_16960,10.0,5.0,3.0
variant_16961,4.0,7.0,10.0
variant_16962,2.0,0.0,0.0
variant_16963,5.0,1.0,0.0
variant_16964,1.0,0.0,0.0
variant_16965,7.0,25.0,2.0
variant_16966,1.0,0.0,0.0
variant_16967,2.0,19.0,0.0
variant_16968,12.0,23.0,8.0
variant_16969,10.0,0.0,0.0
variant_16970,11.0,2.0,1.0
variant_16971,2.0,0.0,0.0
variant_16972,1.0,0.0,0.0
variant_16973,3.0,0.0,0.0
variant_16974,1.0,0.0,0.0
variant_16975,7.0,1.0,0.0
variant_16976,1.0,0.0,0.0
variant_16977,1.0,0.0,0.0
variant_16978,5.0,12.0,3.0
variant_16979,5.0,8.0,0.0
variant_16980,8.0,0.0,0.0
variant_16981,5.0,0.0,0.0
variant_16982,6.0,0.0,0.0
variant_16983,4.0,0.0,0.0
variant_16984,9.0,13.0,3.0
variant_16985,1.0,0.0,0.0
variant_16986,14.0,32.0,8.0
variant_16987,1.0,0.0,0.0
variant_16988,7.0,0.0,0.0
variant_16989,3.0,3.0,0.0
variant_16990,6.0,0.0,0.0
variant_16991,1.0,0.0,0.0
variant_16992,1.0,1.0,0.0
variant_16993,13.0,5.0,1.0
variant_16994,1.0,0.0,0.0
variant_16995,5.0,4.0,0.0
variant_16996,1.0,1.0,3.0
variant_16997,8.0,0.0,0.0
variant_16998,1.0,0.0,0.0
variant_16999,1.0,0.0,0.0
variant_17000,8.0,8.0,1.0
variant_17001,6.0,0.0,0.0
variant_17002,12.0,13.0,5.0
variant_17003,6.0,1.0,0.0
variant_17004,1.0,0.0,1.0
variant_17005,8.0,3.0,0.0
variant_17006,10.0,0.0,0.0
variant_17007,4.0,0.0,0.0
variant_17008,6.0,9.0,0.0
variant_17009,4.0,39.0,14.0
variant_17010,2.0,5.0,0.0
variant_17011,3.0,0.0,0.0
variant_17012,7.0,11.0,2.0
variant_17013,50.0,160.0,97.0
variant_17014,8.0,7.0,6.0
variant_17015,1.0,0.0,0.0
variant_17016,3.0,9.0,0.0
variant_17017,6.0,0.0,0.0
variant_17018,8.0,10.0,0.0
variant_17019,2.0,0.0,0.0
variant_17020,9.0,16.0,2.0
variant_17021,1.0,1.0,0.0
variant_17022,3.0,2.0,5.0
variant_17023,1.0,0.0,0.0
variant_17024,1.0,0.0,0.0
variant_17025,2.0,3.0,0.0
variant_17026,11.0,11.0,0.0
variant_17027,9.0,20.0,7.0
variant_17028,4.0,0.0,0.0
variant_17029,8.0,11.0,0.0
variant_17030,1.0,0.0,0.0
variant_17031,1.0,0.0,0.0
variant_17032,1.0,1.0,0.0
variant_17033,1.0,0.0,0.0
variant_17034,1.0,0.0,0.0
variant_17035,1.0,7.0,2.0
variant_17036,3.0,0.0,0.0
variant_17037,24.0,3.0,2.0
variant_17038,7.0,29.0,11.0
variant_17039,13.0,0.0,0.0
variant_17040,1.0,5.0,3.0
variant_17041,10.0,10.0,1.0
variant_17042,4.0,9.0,3.0
variant_17043,1.0,0.0,0.0
variant_17044,1.0,15.0,1.0
variant_17045,1.0,0.0,0.0
variant_17046,1.0,1.0,0.0
variant_17047,7.0,0.0,0.0
variant_17048,2.0,0.0,0.0
variant_17049,7.0,5.0,1.0
variant_17050,6.0,0.0,0.0
variant_17051,2.0,0.0,0.0
variant_17052,13.0,9.0,0.0
variant_17053,4.0,0.0,0.0
variant_17054,4.0,2.0,0.0
variant_17055,1.0,1.0,2.0
variant_17056,11.0,12.0,1.0
variant_17057,1.0,0.0,0.0
variant_17058,5.0,19.0,1.0
variant_17059,15.0,0.0,0.0
variant_17060,2.0,0.0,0.0
variant_17061,6.0,2.0,0.0
variant_17062,4.0,0.0,0.0
variant_17063,1.0,0.0,0.0
variant_17064,4.0,23.0,0.0
variant_17065,1.0,0.0,0.0
variant_17066,1.0,0.0,0.0
variant_17067,7.0,0.0,0.0
variant_17068,10.0,0.0,0.0
variant_17069,8.0,1.0,0.0
variant_17070,3.0,0.0,0.0
variant_17071,1.0,0.0,0.0
variant_17072,7.0,12.0,2.0
variant_17073,1.0,0.0,0.0
variant_17074,4.0,0.0,0.0
variant_17075,3.0,1.0,0.0
variant_17076,5.0,0.0,0.0
variant_17077,1.0,0.0,0.0
variant_17078,1.0,0.0,0.0
variant_17079,9.0,0.0,0.0
variant_17080,1.0,10.0,0.0
variant_17081,2.0,3.0,7.0
variant_17082,9.0,39.0,8.0
variant_17083,1.0,1.0,0.0
variant_17084,1.0,0.0,0.0
variant_17085,7.0,0.0,0.0
variant_17086,4.0,3.0,1.0
variant_17087,1.0,0.0,0.0
variant_17088,5.0,4.0,0.0
variant_17089,11.0,47.0,28.0
variant_17090,3.0,5.0,0.0
variant_17091,4.0,2.0,0.0
variant_17092,8.0,0.0,0.0
variant_17093,1.0,1.0,0.0
variant_17094,1.0,0.0,0.0
variant_17095,1.0,0.0,0.0
variant_17096,8.0,11.0,0.0
variant_17097,7.0,1.0,0.0
variant_17098,6.0,9.0,1.0
variant_17099,1.0,0.0,0.0
variant_17100,8.0,0.0,0.0
variant_17101,4.0,8.0,2.0
variant_17102,12.0,3.0,0.0
variant_17103,1.0,0.0,0.0
variant_17104,1.0,0.0,0.0
variant_17105,13.0,6.0,0.0
variant_17106,1.0,7.0,1.0
variant_17107,15.0,0.0,0.0
variant_17108,1.0,0.0,0.0
variant_17109,1.0,0.0,0.0
variant_17110,1.0,0.0,0.0
variant_17111,3.0,125.0,668.0
variant_17112,6.0,6.0,0.0
variant_17113,8.0,6.0,1.0
variant_17114,4.0,1.0,0.0
variant_17115,9.0,20.0,7.0
variant_17116,2.0,0.0,0.0
variant_17117,1.0,0.0,0.0
variant_17118,5.0,5.0,0.0
variant_17119,4.0,0.0,0.0
variant_17120,8.0,11.0,0.0
variant_17121,7.0,0.0,0.0
variant_17122,1.0,4.0,0.0
variant_17123,1.0,0.0,0.0
variant_17124,1.0,0.0,0.0
variant_17125,1.0,3.0,0.0
variant_17126,1.0,1.0,0.0
variant_17127,5.0,0.0,0.0
variant_17128,1.0,0.0,0.0
variant_17129,13.0,7.0,0.0
variant_17130,1.0,0.0,0.0
variant_17131,12.0,11.0,0.0
variant_17132,2.0,0.0,0.0
variant_17133,2.0,0.0,0.0
variant_17134,1.0,0.0,0.0
variant_17135,5.0,32.0,18.0
variant_17136,4.0,0.0,0.0
variant_17137,69.0,35.0,2.0
variant_17138,8.0,2.0,1.0
variant_17139,3.0,0.0,0.0
variant_17140,1.0,0.0,0.0
variant_17141,1.0,0.0,0.0
variant_17142,1.0,0.0,0.0
variant_17143,6.0,8.0,3.0
variant_17144,10.0,18.0,7.0
variant_17145,6.0,5.0,0.0
variant_17146,1.0,0.0,0.0
variant_17147,8.0,21.0,7.0
variant_17148,1.0,0.0,0.0
variant_17149,11.0,3.0,6.0
variant_17150,7.0,2.0,0.0
variant_17151,4.0,0.0,0.0
variant_17152,4.0,13.0,0.0
variant_17153,4.0,8.0,0.0
variant_17154,1.0,0.0,0.0
variant_17155,10.0,7.0,1.0
variant_17156,8.0,0.0,0.0
variant_17157,9.0,3.0,0.0
variant_17158,1.0,0.0,0.0
variant_17159,5.0,0.0,1.0
variant_17160,1.0,0.0,0.0
variant_17161,6.0,0.0,0.0
variant_17162,7.0,11.0,0.0
variant_17163,4.0,0.0,0.0
variant_17164,7.0,7.0,5.0
variant_17165,6.0,0.0,0.0
variant_17166,1.0,0.0,0.0
variant_17167,1.0,1.0,0.0
variant_17168,1.0,1.0,0.0
variant_17169,1.0,2.0,0.0
variant_17170,103.0,70.0,5.0
variant_17171,1.0,0.0,0.0
variant_17172,1.0,0.0,0.0
variant_17173,8.0,7.0,1.0
variant_17174,1.0,0.0,0.0
variant_17175,1.0,0.0,0.0
variant_17176,1.0,3.0,0.0
variant_17177,8.0,0.0,0.0
variant_17178,8.0,1.0,0.0
variant_17179,1.0,0.0,0.0
variant_17180,4.0,0.0,0.0
variant_17181,1.0,0.0,0.0
variant_17182,9.0,10.0,0.0
variant_17183,2.0,12.0,2.0
variant_17184,11.0,75.0,39.0
variant_17185,5.0,1.0,0.0
variant_17186,7.0,0.0,0.0
variant_17187,1.0,0.0,0.0
variant_17188,14.0,8.0,0.0
variant_17189,4.0,0.0,0.0
variant_17190,1.0,6.0,0.0
variant_17191,1.0,0.0,0.0
variant_17192,2.0,0.0,0.0
variant_17193,9.0,40.0,5.0
variant_17194,1.0,1.0,0.0
variant_17195,2.0,0.0,0.0
variant_17196,22.0,17.0,13.0
variant_17197,1.0,3.0,9.0
variant_17198,7.0,1.0,0.0
variant_17199,4.0,16.0,0.0
variant_17200,6.0,20.0,14.0
variant_17201,20.0,18.0,4.0
variant_17202,11.0,13.0,1.0
variant_17203,9.0,5.0,0.0
variant_17204,1.0,0.0,0.0
variant_17205,1.0,0.0,0.0
variant_17206,1.0,1.0,0.0
variant_17207,11.0,21.0,4.0
variant_17208,1.0,1.0,0.0
variant_17209,10.0,57.0,38.0
variant_17210,4.0,16.0,2.0
variant_17211,3.0,5.0,0.0
variant_17212,6.0,4.0,0.0
variant_17213,5.0,0.0,0.0
variant_17214,12.0,0.0,0.0
variant_17215,10.0,16.0,1.0
variant_17216,7.0,0.0,0.0
variant_17217,7.0,7.0,1.0
variant_17218,8.0,0.0,0.0
variant_17219,1.0,2.0,0.0
variant_17220,10.0,0.0,0.0
variant_17221,7.0,14.0,0.0
variant_17222,13.0,6.0,0.0
variant_17223,3.0,0.0,0.0
variant_17224,7.0,24.0,0.0
